transaction_id,account_id,transaction_type,amount,currency,timestamp,channel,status,description,merchant_name,merchant_category,reference_number,balance_after,ip_address,device_id,geolocation,is_international,fx_rate,anomaly_flag,created_at
f756e292-2094-4d88-a016-219b98d9a877,PMLA-A000216-SYN,BILL_PAYMENT,5.69,CAD,2024-06-01 11:12:13,ONLINE,COMPLETED,BILL_PAYMENT - ONLINE,,,REF231467510,29030.19,141.55.50.134,d5b117b34116384f,,False,1.0,0,2026-01-10 21:04:43
ef53ad52-cf9e-4d41-bd11-5db3278e8b32,PMLA-A001639-SYN,TRANSFER_IN,454188.04,CAD,2024-06-01 11:25:39,BRANCH,COMPLETED,TRANSFER_IN - BRANCH,,,REF240451539,17621.21,,,,False,1.0,1,2026-01-10 21:04:43
f2e1c726-40ee-4477-b32a-35d8af67f110,PMLA-A001521-SYN,WITHDRAWAL,701.78,USD,2024-06-01 11:26:18,BRANCH,COMPLETED,WITHDRAWAL - BRANCH,,,REF548489143,69945.95,,,,False,1.0,0,2026-01-10 21:04:43
7439d173-2643-423b-9cfe-17b771424250,PMLA-A000987-SYN,INTERAC_ETRANSFER,36.8,CAD,2024-06-01 11:27:46,ATM,COMPLETED,INTERAC_ETRANSFER - ATM,,,REF121410030,90297.01,,,,False,1.0,0,2026-01-10 21:04:43
6e7b00e4-82c5-487e-89ac-edcc70a34518,PMLA-A001350-SYN,ATM_WITHDRAWAL,38.3,CAD,2024-06-01 11:35:36,BRANCH,COMPLETED,ATM_WITHDRAWAL - BRANCH,,,REF181012421,15346.69,,,,False,1.0,0,2026-01-10 21:04:43
e5e31a63-9515-4a9f-9b74-636ac92e6a79,PMLA-A001287-SYN,POS_PURCHASE,10.12,CAD,2024-06-01 12:03:48,ONLINE,COMPLETED,POS_PURCHASE - ONLINE,Merchant_6331,GROCERY,REF225683728,61272.72,253.208.151.122,8e7b3337959e8a0e,"43.4984,-92.4558",False,1.0,0,2026-01-10 21:04:43
9ba559e3-7f51-4072-b19c-cfb44908d65e,PMLA-A001239-SYN,ATM_WITHDRAWAL,6.0,CAD,2024-06-01 12:26:14,ONLINE,COMPLETED,ATM_WITHDRAWAL - ONLINE,,,REF675862788,60935.55,63.96.105.151,b199b1d0205e86ab,"51.1148,-104.0423",False,1.0,0,2026-01-10 21:04:43
0ddd4f79-5fd7-49b4-9664-dc4417a78242,PMLA-A001349-SYN,WITHDRAWAL,3684.67,CAD,2024-06-01 13:44:56,ONLINE,COMPLETED,WITHDRAWAL - ONLINE,,,REF165076591,20715.61,191.157.35.69,54944f57d2650aae,"51.5074,-84.7968",False,1.0,0,2026-01-10 21:04:43
b864849e-2fed-4991-b547-9d2d06d27522,PMLA-A000902-SYN,INTERAC_ETRANSFER,110.64,CAD,2024-06-01 14:01:46,MOBILE,COMPLETED,INTERAC_ETRANSFER - MOBILE,,,REF340016394,15420.74,197.122.233.237,60233e7969b1f2a2,,False,1.0,0,2026-01-10 21:04:43
6a879d2c-2b49-47c0-b356-f5da4b8b8e42,PMLA-A001782-SYN,DEPOSIT,160.59,CAD,2024-06-01 14:03:33,MOBILE,COMPLETED,DEPOSIT - MOBILE,,,REF461117900,49567.87,100.199.8.117,0898761f221d2b0b,,False,1.0,0,2026-01-10 21:04:43
84e16f95-fbcc-4093-bfeb-d4f4c0d4099f,PMLA-A000736-SYN,TRANSFER_IN,224.11,CAD,2024-06-01 14:07:59,MOBILE,COMPLETED,TRANSFER_IN - MOBILE,,,REF716827287,72227.6,115.4.230.152,8681cce301525aef,,False,1.0,0,2026-01-10 21:04:43
64f32897-863d-4a87-9109-1af00524cab8,PMLA-A001047-SYN,WITHDRAWAL,1223.04,CAD,2024-06-01 14:12:40,ATM,COMPLETED,WITHDRAWAL - ATM,,,REF642727602,91737.56,,,,False,1.0,0,2026-01-10 21:04:43
73713cbb-312e-4691-b745-b5f7b0633b98,PMLA-A000536-SYN,WITHDRAWAL,129.71,USD,2024-06-01 14:12:42,BRANCH,COMPLETED,WITHDRAWAL - BRANCH,,,REF891624118,13173.09,,,,False,1.0,0,2026-01-10 21:04:43
d277ddb4-ecd0-42fc-801f-9e780c5fc86b,PMLA-A000802-SYN,TRANSFER_OUT,216.01,CAD,2024-06-01 14:27:29,MOBILE,COMPLETED,TRANSFER_OUT - MOBILE,,,REF206556013,42545.94,81.220.174.228,2e1ad35814f5937b,"45.1078,-97.9739",False,1.3904,0,2026-01-10 21:04:43
e12dfca2-281b-41f2-887e-e8ec25a303c5,PMLA-A000228-SYN,TRANSFER_IN,215.07,CAD,2024-06-01 14:41:12,ATM,COMPLETED,TRANSFER_IN - ATM,,,REF113470090,40790.81,,,,False,1.0,0,2026-01-10 21:04:43
71511072-5081-4ca0-9150-5483f5defb1c,PMLA-A000848-SYN,DEPOSIT,296.39,CAD,2024-06-01 14:46:26,BRANCH,COMPLETED,DEPOSIT - BRANCH,,,REF634780176,99930.88,,,,False,1.0,0,2026-01-10 21:04:43
750ab5aa-ab03-4a24-8114-a237ee4d7f63,PMLA-A002070-SYN,INTERAC_ETRANSFER,247.52,CAD,2024-06-01 14:50:51,ONLINE,COMPLETED,INTERAC_ETRANSFER - ONLINE,,,REF290435270,11678.07,163.60.53.185,802c1e7144464052,,False,1.0,0,2026-01-10 21:04:43
37c3181e-0534-4c61-bc06-ccb5327a713c,PMLA-A001631-SYN,TRANSFER_IN,475.26,CAD,2024-06-01 14:56:58,BRANCH,COMPLETED,TRANSFER_IN - BRANCH,,,REF630527590,81304.92,,,,False,1.0,0,2026-01-10 21:04:43
a3f6069d-f889-4f67-a86e-ca2009940ec5,PMLA-A001404-SYN,WITHDRAWAL,76.51,CAD,2024-06-01 15:06:18,MOBILE,PENDING,WITHDRAWAL - MOBILE,,,REF601315302,36883.64,226.230.43.93,abc781c0bec2c362,"52.2294,-119.582",False,1.0,0,2026-01-10 21:04:43
bfdf7ea7-4940-48b3-a7a6-2ef9e3409306,PMLA-A001733-SYN,WITHDRAWAL,544.1,CAD,2024-06-01 15:32:00,MOBILE,COMPLETED,WITHDRAWAL - MOBILE,,,REF240465513,3710.11,2.159.42.111,2b8fba1f6875dbbc,,False,1.0,0,2026-01-10 21:04:43
b6c956f0-2101-4e3a-a3c4-c0e38b9f4fd5,PMLA-A000057-SYN,WITHDRAWAL,268.33,USD,2024-06-01 15:34:26,BRANCH,COMPLETED,WITHDRAWAL - BRANCH,,,REF967038797,30335.91,,,,False,1.0,0,2026-01-10 21:04:43
bd16e37e-6cd3-46a1-9d15-645862834c6c,PMLA-A001693-SYN,WITHDRAWAL,104.3,CAD,2024-06-01 15:48:19,MOBILE,COMPLETED,WITHDRAWAL - MOBILE,,,REF324786379,34593.03,31.175.8.249,916872555624b8a1,"43.2442,-68.8189",False,1.0,0,2026-01-10 21:04:43
f28f96d8-5dca-4181-a07b-20f77d8cb5fc,PMLA-A000768-SYN,TRANSFER_IN,132.81,CAD,2024-06-01 15:49:00,BRANCH,COMPLETED,TRANSFER_IN - BRANCH,,,REF920973598,79517.58,,,,False,1.0,0,2026-01-10 21:04:43
6a90e962-a641-4b8e-9850-b3b63a05a33d,PMLA-A002091-SYN,DEPOSIT,41.59,CAD,2024-06-01 16:00:55,ONLINE,COMPLETED,DEPOSIT - ONLINE,,,REF917752367,26235.22,199.30.158.41,3fdbb91bb2adbd51,"51.6556,-125.494",False,1.0,0,2026-01-10 21:04:43
63ae9fde-55e2-4484-8330-29cbba2d2563,PMLA-A001318-SYN,DEPOSIT,52.99,CAD,2024-06-01 16:04:48,MOBILE,COMPLETED,DEPOSIT - MOBILE,,,REF448509198,61479.38,96.88.218.205,43f54e4c8d3055b5,,False,1.0,1,2026-01-10 21:04:43
87668bb1-90a1-44ae-9337-d26289636926,PMLA-A001344-SYN,WITHDRAWAL,109.08,CAD,2024-06-01 16:26:15,ATM,COMPLETED,WITHDRAWAL - ATM,,,REF862938242,97504.91,,,,False,1.0,0,2026-01-10 21:04:43
48251ebb-b076-44c7-bd87-9db871561181,PMLA-A000821-SYN,WITHDRAWAL,216.07,CAD,2024-06-01 16:29:56,ONLINE,COMPLETED,WITHDRAWAL - ONLINE,,,REF850942430,77056.5,255.71.167.149,2c436c5e516f7220,"45.8975,-122.1532",False,1.0,0,2026-01-10 21:04:43
f4bb66e3-65f8-4681-9c15-710ccc330d48,PMLA-A001887-SYN,DEPOSIT,39.83,CAD,2024-06-01 16:31:28,MOBILE,COMPLETED,DEPOSIT - MOBILE,,,REF784707369,61257.02,103.216.168.73,114a64a42fd4d2ae,"49.6619,-77.8729",False,1.0,0,2026-01-10 21:04:43
d69978ef-c4ce-4ff2-b9b2-7405228298db,PMLA-A000711-SYN,BILL_PAYMENT,117.39,CAD,2024-06-01 16:37:07,BRANCH,COMPLETED,,,,REF328717254,26548.86,,,,False,1.0,0,2026-01-10 21:04:43
fdecbcc5-d95b-485e-8805-065a6143c495,PMLA-A000514-SYN,DEPOSIT,32.68,CAD,2024-06-01 16:43:47,MOBILE,COMPLETED,DEPOSIT - MOBILE,,,REF363976709,62605.96,167.122.24.147,164fdbb91b009dd2,,False,1.0,1,2026-01-10 21:04:43
7d25b7d0-235f-4939-855c-50c9bf748e44,PMLA-A001126-SYN,DEPOSIT,398.96,CAD,2024-06-01 16:45:00,ATM,COMPLETED,DEPOSIT - ATM,,,REF807975573,21031.2,,,,False,1.0,0,2026-01-10 21:04:43
b3b8bf71-dceb-44a2-99e5-b86afa6ff4c5,PMLA-A000402-SYN,TRANSFER_OUT,382.58,CAD,2024-06-01 17:05:01,ATM,COMPLETED,,,,REF163671527,16501.22,,,,False,1.0,0,2026-01-10 21:04:43
1d065625-a7ca-4cde-961d-66469834cc67,PMLA-A000801-SYN,BILL_PAYMENT,66.16,USD,2024-06-01 17:06:12,PHONE,COMPLETED,BILL_PAYMENT - PHONE,,,REF426396914,28734.78,,,,False,1.0,0,2026-01-10 21:04:43
9ea4ada8-63f2-4f39-8101-9d000c3e51db,PMLA-A001943-SYN,BILL_PAYMENT,149.93,CAD,2024-06-01 18:04:41,MOBILE,COMPLETED,BILL_PAYMENT - MOBILE,,,REF767904382,56585.75,23.26.214.86,935cb5b8053c4ece,"46.0234,-128.1769",False,1.3201,0,2026-01-10 21:04:43
f9b47151-26e1-4e2b-8887-accb7c55ec70,PMLA-A000371-SYN,WITHDRAWAL,128.21,CAD,2024-06-01 19:39:38,ONLINE,COMPLETED,WITHDRAWAL - ONLINE,,,REF652436412,98863.53,242.235.88.145,52d67a343707fa9d,"45.2937,-107.4134",False,1.0,0,2026-01-10 21:04:43
28db150b-ad30-4cf3-b289-5c607381baec,PMLA-A000729-SYN,DEPOSIT,12.7,CAD,2024-06-02 05:22:14,BRANCH,FAILED,DEPOSIT - BRANCH,,,REF896353755,13398.44,,,,False,1.0,0,2026-01-10 21:04:43
02696f1e-85af-439f-ab64-bf3771a839fa,PMLA-A000761-SYN,TRANSFER_IN,285.46,CAD,2024-06-02 06:06:25,ONLINE,COMPLETED,TRANSFER_IN - ONLINE,,,REF763557106,77480.76,114.123.31.47,7a08eedd36fb9d29,"46.2789,-127.803",False,1.0,0,2026-01-10 21:04:43
609edde9-e586-4579-b5aa-c8a2cf2f9463,PMLA-A001067-SYN,WITHDRAWAL,32.09,CAD,2024-06-02 06:30:26,ATM,COMPLETED,WITHDRAWAL - ATM,,,REF226093397,5372.57,,,,False,1.0,0,2026-01-10 21:04:43
72d08e36-ef70-4742-b20a-53f8d46ffee7,PMLA-A000934-SYN,POS_PURCHASE,15.71,CAD,2024-06-02 07:37:04,MOBILE,COMPLETED,POS_PURCHASE - MOBILE,Merchant_8173,TRAVEL,REF967725761,3071.25,173.127.31.19,6e1ec7a4235d5d4e,"50.9122,-120.2287",False,1.0,0,2026-01-10 21:04:43
2b1fa322-84d2-4615-a935-73fd92ff6e8b,PMLA-A001460-SYN,DEPOSIT,38.05,CAD,2024-06-02 08:24:22,ONLINE,COMPLETED,DEPOSIT - ONLINE,,,REF655056952,92122.2,132.175.206.144,1309e7b1a677b755,,False,1.0,0,2026-01-10 21:04:43
6b2a9263-7ce5-40c5-9f7e-fc65df42b745,PMLA-A001126-SYN,BILL_PAYMENT,4175.91,CAD,2024-06-02 08:30:11,MOBILE,COMPLETED,BILL_PAYMENT - MOBILE,,,REF483394403,72967.65,88.213.234.196,9b0bc342582f4096,"52.7015,-116.8736",False,1.0,0,2026-01-10 21:04:43
d82aee07-0b19-44d9-a26d-e3fa2765f65d,PMLA-A001126-SYN,TRANSFER_OUT,111.25,CAD,2024-06-02 08:38:09,MOBILE,COMPLETED,TRANSFER_OUT - MOBILE,,,REF696114702,99453.96,133.240.0.175,a6ab49aa303c0d05,"52.4359,-76.3287",False,1.0,0,2026-01-10 21:04:43
57f30458-0a01-4fef-8046-78446c8c4106,PMLA-A001233-SYN,TRANSFER_IN,378.67,CAD,2024-06-02 08:56:05,BRANCH,COMPLETED,TRANSFER_I,,,REF862300410,64203.93,,,,False,1.0,0,2026-01-10 21:04:43
b33fb8b9-3fff-482f-9b1a-27097dd97c66,PMLA-A001676-SYN,BILL_PAYMENT,90.46,CAD,2024-06-02 09:12:25,ONLINE,COMPLETED,BILL_PAYMENT - ONLINE,,,REF363210711,12542.57,88.244.157.125,e664ee0892a3625b,"47.7976,-100.6717",False,1.0,0,2026-01-10 21:04:43
90f3ea20-57a0-4909-a153-31a6cf63ed01,PMLA-A000278-SYN,DEPOSIT,2560.13,CAD,2024-06-02 09:14:49,ONLINE,COMPLETED,DEPOSIT - ONLINE,,,REF846403827,54274.33,120.33.14.175,4dccefb2ac717308,"45.6688,-114.1695",False,1.0,0,2026-01-10 21:04:43
3d04b084-67f6-4ec0-b8ff-764e85165dc5,PMLA-A000674-SYN,BILL_PAYMENT,238.66,CAD,2024-06-02 09:23:07,MOBILE,REVERSED,BILL_PAYMENT - MOBILE,,,REF269234860,87018.45,5.127.122.49,93080755c62a5155,"51.042,-116.5887",False,1.386,0,2026-01-10 21:04:43
319c5ddb-7e8d-4058-97d6-4514a317a4b2,PMLA-A001932-SYN,DEPOSIT,7.78,CAD,2024-06-02 09:43:20,ONLINE,COMPLETED,DEPOSIT - ONLINE,,,REF137926125,28499.04,180.206.224.71,127dfb3346cb8c9b,,False,1.0,0,2026-01-10 21:04:43
13b92cdc-b28b-4acb-ac86-f220d9aa3dbb,PMLA-A001972-SYN,DEPOSIT,301094.56,CAD,2024-06-02 09:53:36,ONLINE,COMPLETED,DEPOSIT - ONLINE,,,REF453080411,98869.95,82.91.194.223,0227b3ba7b81dae7,"49.9625,-107.0518",False,1.0,1,2026-01-10 21:04:43
0cbf68a0-b9c8-48d4-87fa-47f97d9a181b,PMLA-A000046-SYN,WITHDRAWAL,44.64,CAD,2024-06-02 10:00:07,ONLINE,COMPLETED,WITHDRAWAL - ONLINE,,,REF181613491,59431.63,12.44.160.163,7b43816ed2907392,,False,1.0,0,2026-01-10 21:04:43
518aa0c1-e6c2-4df3-95e0-5979a1ff5354,PMLA-A000846-SYN,POS_PURCHASE,58.21,CAD,2024-06-02 10:06:51,ATM,COMPLETED,POS_PURCHASE - ATM,Merchant_6516,TELECOM,REF339673029,51732.24,,,,False,1.0,0,2026-01-10 21:04:43
aa89930f-92ef-47ec-bc4c-a79afa9e04d1,PMLA-A000949-SYN,INTERAC_ETRANSFER,203.99,CAD,2024-06-02 10:30:49,ATM,COMPLETED,INTERAC_ETRANSFER - ATM,,,REF753733470,6485.86,,,,False,1.0,0,2026-01-10 21:04:43
c533bc62-12d5-4805-95e8-f89ca3844f24,PMLA-A000943-SYN,WITHDRAWAL,545.4,CAD,2024-06-02 10:32:11,PHONE,COMPLETED,WITHDRAWAL - PHONE,,,REF509007546,21452.15,,,,False,1.0,0,2026-01-10 21:04:43
80eb80a4-48a3-4e92-a9b2-0b0c6b81a14f,PMLA-A001514-SYN,BILL_PAYMENT,325.16,CAD,2024-06-02 10:46:43,MOBILE,COMPLETED,BILL_PAYMENT - MOBILE,,,REF149734182,93424.14,11.168.175.31,7ed379ab3608f9db,"46.2587,-63.6286",False,1.0,0,2026-01-10 21:04:43
13ce1321-e2ea-4cb7-bacb-9e601cf8d68b,PMLA-A001743-SYN,INTERAC_ETRANSFER,342.23,CAD,2024-06-02 11:04:01,ONLINE,PENDING,INTERAC_ETRANSFER - ONLINE,,,REF210438351,95315.95,82.168.88.76,7d3590d52ae47355,"50.0217,-81.464",False,1.0,0,2026-01-10 21:04:43
5a5c78a1-5190-4916-9144-1e42267982bf,PMLA-A000744-SYN,TRANSFER_IN,571.43,CAD,2024-06-02 11:15:33,MOBILE,COMPLETED,TRANSFER_IN - MOBILE,,,REF203830274,14109.96,113.218.205.245,3b75112d9d8b1d8f,"46.0382,-72.8889",False,1.0,0,2026-01-10 21:04:43
637dd359-0475-4b9e-bebc-8f17a3070d4e,PMLA-A001947-SYN,WITHDRAWAL,203.5,CAD,2024-06-02 11:20:17,ATM,COMPLETED,WITHDRAW,,,REF958284162,83807.09,,,,False,1.0,0,2026-01-10 21:04:43
13fa0258-f025-493b-9a69-17fcb622ea15,PMLA-A000374-SYN,DEPOSIT,154.11,CAD,2024-06-02 11:23:48,MOBILE,COMPLETED,DEPOSIT - MOBILE,,,REF570327533,46339.0,39.249.121.64,272449df73fad583,"45.1985,-110.0929",False,1.0,1,2026-01-10 21:04:43
46f99754-1b90-4639-bf9c-7a004b78213e,PMLA-A000378-SYN,DEPOSIT,314.16,CAD,2024-06-02 12:15:51,ONLINE,COMPLETED,DEPOSIT - ONLINE,,,REF546708173,5805.16,7.97.64.25,444fb6711d788f6f,"45.0531,-109.8656",False,1.0,0,2026-01-10 21:04:43
4120cdee-4851-41d6-9f65-1b542d58c67c,PMLA-A002029-SYN,TRANSFER_IN,140.83,CAD,2024-06-02 12:32:04,MOBILE,COMPLETED,TRANSFER_IN - MOBILE,,,REF466754107,64817.62,11.153.116.83,81d5a8b3ba6e574d,,False,1.0,0,2026-01-10 21:04:43
a3076e1e-1891-4cd3-a788-68d465fa7510,PMLA-A001977-SYN,PAYROLL,10684.85,CAD,2024-06-02 12:40:22,ONLINE,COMPLETED,PAYROLL - ONLINE,,,REF690259372,66476.25,135.115.110.159,a6bde5618bf76f8c,"52.5716,-75.5683",False,1.0,0,2026-01-10 21:04:43
2db3fabc-8dfa-4b22-8829-3e2f8e8130c6,PMLA-A001103-SYN,TRANSFER_OUT,212.36,CAD,2024-06-02 12:56:35,BRANCH,COMPLETED,TRANSFER_OUT - BRANCH,,,REF744744289,96355.76,,,,False,1.0,0,2026-01-10 21:04:43
b7c04a2b-222f-49d8-820a-3b2834a53061,PMLA-A001025-SYN,BILL_PAYMENT,9.91,CAD,2024-06-02 12:56:44,MOBILE,COMPLETED,BILL_PAYMENT - MOBILE,,,REF468425647,64824.82,209.75.6.82,cacdaeb5d857896d,"51.5755,-97.5434",False,1.0,0,2026-01-10 21:04:43
920a1229-0fe3-4769-b1f5-5381005811c3,PMLA-A001729-SYN,ATM_WITHDRAWAL,116.12,CAD,2024-06-02 13:14:34,ONLINE,COMPLETED,ATM_WITHDRAWAL - ONLINE,,,REF808504687,28479.06,243.245.203.41,d468eccd0463b49b,,False,1.0,0,2026-01-10 21:04:43
5d48bd6f-b1e1-4b5d-a988-fc14c8566de5,PMLA-A001664-SYN,TRANSFER_OUT,35.12,CAD,2024-06-02 13:17:51,MOBILE,COMPLETED,TRANSFER_O,,,REF837991235,3646.79,236.8.200.239,d956a53a6880f327,"50.15,-72.547",False,1.0,0,2026-01-10 21:04:43
631befd5-daa7-4bec-88d8-25fb22268ae7,PMLA-A000970-SYN,PAYROLL,13458.26,CAD,2024-06-02 13:18:17,MOBILE,COMPLETED,PAYROLL - MOBILE,,,REF223797178,98456.68,158.197.36.164,1b9f3927ba0b9c9c,"49.8877,-68.5327",False,1.0,0,2026-01-10 21:04:43
c4be817d-02f9-4440-93f5-04d2c5667a9a,PMLA-A000243-SYN,INTERAC_ETRANSFER,16.51,CAD,2024-06-02 13:19:00,MOBILE,PENDING,INTERAC_ETRANSFER - MOBILE,,,REF952313280,14882.31,171.241.127.2,14b70ae7608a7d37,,True,1.0,0,2026-01-10 21:04:43
04c1771c-e781-4a48-8a74-8653eef6bd8d,PMLA-A000554-SYN,BILL_PAYMENT,1116.31,CAD,2024-06-02 13:25:50,ATM,COMPLETED,BILL_PAYMENT - ATM,,,REF359066306,85884.24,,,,False,1.0,0,2026-01-10 21:04:43
e9ae1d35-8c0c-45b5-9a51-a0c629dce45c,PMLA-A000478-SYN,TRANSFER_IN,889.4,CAD,2024-06-02 13:42:03,MOBILE,COMPLETED,TRANSFER_IN - MOBILE,,,REF993019760,40441.41,254.56.115.31,867fb297c4aa46df,,False,1.0,0,2026-01-10 21:04:43
c5188c0c-9b88-4312-b12d-81e776899f67,PMLA-A001113-SYN,DEPOSIT,1055.52,CAD,2024-06-02 13:55:38,ONLINE,COMPLETED,DEPOSIT - ONLINE,,,REF874673011,95052.23,243.66.239.57,eaafbe1afb06496d,"50.6116,-84.1312",True,1.0,0,2026-01-10 21:04:43
7b4124ef-98a8-42fc-b372-55f182bf2d52,PMLA-A001722-SYN,WITHDRAWAL,493.37,CAD,2024-06-02 14:10:47,MOBILE,COMPLETED,WITHDRAWAL - MOBILE,,,REF243693806,40684.32,212.227.203.71,d441594f115add1d,,False,1.0,0,2026-01-10 21:04:43
b1c2fcdf-6779-4624-8fc5-920845f6a4b4,PMLA-A001822-SYN,WITHDRAWAL,73.95,CAD,2024-06-02 14:28:57,MOBILE,COMPLETED,WITHDRAWAL - MOBILE,,,REF709308671,7772.57,158.181.149.221,d7975e469f18804e,"50.9565,-97.3461",False,1.0,0,2026-01-10 21:04:43
201b0286-75fb-4b13-a1cc-9a4e521abf43,PMLA-A000273-SYN,TRANSFER_OUT,31.29,CAD,2024-06-02 14:51:59,MOBILE,COMPLETED,TRANSFER_OUT - MOBILE,,,REF184400360,71496.72,250.208.141.185,a19668c7cfe5dbf3,"44.4071,-107.0035",False,1.0,0,2026-01-10 21:04:43
74f6851b-d0f2-4608-935a-861c0fbc99d7,PMLA-A001542-SYN,BILL_PAYMENT,259.19,CAD,2024-06-02 14:57:17,ONLINE,COMPLETED,BILL_PAYMENT - ONLINE,,,REF558173476,78671.84,40.38.67.144,d634a106245d0087,"44.9804,-126.0683",False,1.0,0,2026-01-10 21:04:43
05f351a9-a5e0-4647-a571-ad887ed4f32c,PMLA-A000168-SYN,DEPOSIT,1651.69,CAD,2024-06-02 14:57:42,ONLINE,COMPLETED,DEPOSIT - ONLINE,,,REF364513579,65763.23,243.241.215.74,686f819836418bc7,"51.1224,-66.3647",False,1.0,0,2026-01-10 21:04:43
9413f114-1cbe-40de-8e0b-589bdfff01df,PMLA-A001440-SYN,WITHDRAWAL,31.07,CAD,2024-06-02 15:13:09,ONLINE,COMPLETED,WITHDRAWAL - ONLINE,,,REF945022906,91576.4,248.3.107.202,a10a5d515abc8667,,False,1.0,0,2026-01-10 21:04:43
032c4ad0-4549-4942-a873-f4ac4ff98c71,PMLA-A000216-SYN,TRANSFER_OUT,92.23,CAD,2024-06-02 15:41:57,BRANCH,COMPLETED,TRANSFER_OUT - BRANCH,,,REF793418616,48955.07,,,,False,1.0,0,2026-01-10 21:04:43
0a7f3eed-7549-4bac-8664-2a1e08e7a3c3,PMLA-A000632-SYN,POS_PURCHASE,147.39,CAD,2024-06-02 15:58:44,ATM,COMPLETED,POS_PURCHASE - ATM,Merchant_2801,GROCERY,REF671343446,74317.88,,,,False,1.0,0,2026-01-10 21:04:43
506b2786-ba32-4dd7-97a9-5df575e31a46,PMLA-A001219-SYN,ATM_WITHDRAWAL,132.56,CAD,2024-06-02 15:59:36,MOBILE,COMPLETED,ATM_WITHDRAWAL - MOBILE,,,REF982751417,64144.33,91.237.39.126,35a9eea2f58c0f98,"44.8862,-71.0324",False,1.0,0,2026-01-10 21:04:43
